Sigla,Numero,Ano,Nome,Descricao,Apelido,Indexacao
PL,11178,2005,PL 11178/2005,Lei Ordinária,Lei de Diretrizes Orçamentárias (2006); LDO,"ORÇAMENTO, 2006 - União Federal - Diretriz - União Federal - Prioridade    LEI DE DIRETRIZES ORÇAMENTÁRIAS (LDO) - Exercício financeiro - 2006    ORÇAMENTO, 2006 - União Federal - Despesa orçamentária - Receita    ORÇAMENTO FISCAL - Diretriz    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    UNIÃO FEDERAL - Despesa - Pessoal - Encargo social    AGÊNCIA DE FOMENTO - Recursos financeiros - Aplicação    LEGISLAÇÃO TRIBUTÁRIA - Alteração    PRECATÓRIO - Pagamento - Dotação orçamentária - Sentença judicial - Decisão judicial - Trânsito em julgado     PODER LEGISLATIVO - TCU - Fiscalização - Obra pública - Serviços - Irregularidade    DÍVIDA PÚBLICA FEDERAL    LEI DE DIRETRIZES ORÇAMENTÁRIAS (2006)"
PL,11182,2005,PL 11182/2005,Lei Ordinária,Lei da ANAC ,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL (ANAC) - Criação    AVIAÇÃO CIVIL - Ministério da Defesa - Autarquia    INFRAESTRUTURA AERONÁUTICA    INFRAESTRUTURA AEROPORTUÁRIA    CONSELHO DE AVIAÇÃO CIVIL     SERVIÇO AÉREO - Concessão - Fiscalização - Tarifas - Liberdade    FUNDO AEROVIÁRIO    CONTRATO POR PRAZO DETERMINADO    DEPARTAMENTO DE AVIAÇÃO CIVIL (DAC) (1969-2006) - Extinção    AERONÁUTICA - Militar da ativa - Exercício - DAC - Transferência    AERÓDROMO - Contrato - Concessão - Administração - Exploração - INFRAERO
PL,11187,2005,PL 11187/2005,Lei Ordinária,Lei do Agravo (2005),CÓDIGO DE PROCESSO CIVIL - Alteração    AGRAVO DE INSTRUMENTO - Conversão - Agravo retido    DECISÃO INTERLOCUTÓRIA - Agravo - Prazo    AUDIÊNCIA DE INSTRUÇÃO E JULGAMENTO    AGRAVADO - Intimação    AGRAVO - Julgamento - Liminar - Reforma    LEI DO AGRAVO (2005)
PL,11196,2005,PL 11196/2005,Lei Ordinária,Lei do Bem ,"LEI DO BEM    EXONERAÇÃO TRIBUTÁRIA    Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação (Repes) - Criação - Pessoa jurídica - Beneficiário - Software - Atividade - Desenvolvimento - Tecnologia da informação - Prestação de serviço - Contratante - Domicílio - Residência - País estrangeiro - Exportação - Compromisso - Receita bruta - Venda - Bens - Serviços - Opção    CONTRIBUIÇÃO - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público incidente na Importação de Produtos Estrangeiros ou Serviços (PIS-Pasep-Importação) - Contribuição para Financiamento da Seguridade Social (Cofins) - Incidência - Venda - Bens - Mercado interno - Supensão    Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação (Repes) - Pessoa jurídica - Adesão - Sistema Integrado de Pagamento de Impostos e Contribuições das Microempresas e das Empresas de Pequeno Porte (SIMPLES) - Proibição    RECEITA FEDERAL DO BRASIL - Sistema Integrado de Pagamento de Impostos e Contribuições das Microempresas e das Empresas de Pequeno Porte (SIMPLES) - INTERNET - Acesso    Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras (Recap) - Criação -  Pessoa jurídica - Beneficiário - Exportação - Contribuição - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público incidente na Importação de Produtos Estrangeiros ou Serviços (PIS-Pasep-Importação) - Contribuição Social para o Financiamento da Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação) - Máquina - Equipamento - Estaleiro - Embarcação - Construção - Conservação - Importação - Venda - Mercado interno - Ativo imobilizado - Incorporação - Suspensão    INCENTIVO FISCAL - Tecnologia - Inovação - Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Dedução - Imposto sobre produtos industrializados (IPI) - Redução - Depreciação acelerada - Amortização - Royalty - Pesquisa tecnológica - Microempresa - Pequena empresa - Despesa operacional - Marca - Patente - Cultivares - Contribuição Social sobre o Lucro Líquido (CSLL) - Lucro líquido    INVENTOR - Recursos financeiros - Transferência - Dedução - Despesa operacional    UNIÃO - Subvenção - Remuneração - Pesquisador - Mestre - Doutor - Atividade - Inovação - Tecnologia    Programa de Desenvolvimento Tecnológico Industrial (PDTI)    Programa de Desenvolvimento Tecnológico Agropecuário (PDTA)    REGIME ADUANEIRO ESPECIAL - Importação - Embalagem - Contribuição - Contribuição - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público incidente na Importação de Produtos Estrangeiros ou Serviços (PIS-Pasep-Importação) - Contribuição Social para o Financiamento da Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação)- Alíquota - Pagamento     COMPUTADOR - Monitor de vídeo - Teclado (informática) - Mouse - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep) - Contribuição para Financiamento da Seguridade Social (Cofins) - Alíquota - Venda - Receita bruta - Redução    DESENVOLVIMENTO REGIONAL - Microrregião - Incentivo fiscal - Superintendência de Desenvolvimento da Amazônia (Sudam) - Superintendência do Desenvolvimento do Nordeste (Sudene) - Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Desconto - Depreciação     Sistema Integrado de Pagamento de Impostos e Contribuições das Microempresas e das Empresas de Pequeno Porte (SIMPLES) - Pessoa jurídica - Opção - Secretaria da Receita Federal - Débito - Dívida - Quitação - Ato declaratório - Prazo - Exclusão    PROGRAMA DE INCLUSÃO DIGITAL    PESSOA JURÍDICA - Lucro presumido - Lucro real - Opção - Escolha     Imposto sobre a Renda e Proventos de Qualquer Natureza (IR)  - Pessoa jurídica - Imóvel - Construção - Venda - Revenda - Terreno - Loteamento - Incorporação imobiliária - Base de cálculo    Contribuição Social sobre o Lucro Líquido (CSLL) - Pessoa jurídica - Tributação - Crédito - Utilização - Depreciação - Máquina - Equipamento    Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Pessoa física - Ganho de capital - Venda - Bens - Alienação - Imóvel residencial - Compra - Aquisição - Revenda - Casa própria - Isenção    Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Imposto de Renda Retido na Fonte (IRRF) - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep) - Contribuição para Financiamento da Seguridade Social (Cofins)  - Pagamento - Aquisição - Veículo terrestre - Peças - Pneu - Exceção - Hospital - Clínica dentária - Saúde - Campanha - Laboratório de Análises Clínicas - Poder Público - Administração pública - Transporte de carga - Transporte rodoviário - Nafta - Importação - Etanol - Venda - Consumo - Industrialização - Zona Franca de Manaus (ZFM)    ALUMÍNIO - Sucata - Papel - Desperdício - Vidro - Ferro - Aço - Cobre - Plástico - Níquel - Aquisição - Venda - Pessoa jurídica - Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Lucro real - Crédito - Proibição - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep) - Contribuição para Financiamento da Seguridade Social (Cofins - Incidência - Suspensão    Imposto sobre produtos industrializados (IPI) - Secretaria da Receita Federal - Crédito presumido - Ressarcimento - Exportador - Produtor    Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Imposto de Renda Retido na Fonte (IRRF) - Imposto sobre Operações de Crédito, Câmbio e Seguro ou Relativas a Títulos ou Valores Mobiliários (IOF) - Recolhimento - Fato gerador - Prazo - Tesouro Nacional - Desconto na fonte - Prêmio - Distribuição - Sorteio - Incidência - Alíquota    PREVIDÊNCIA COMPLEMENTAR - Entidade aberta - Empresa de seguros - Fundo de investimento - Seguro de vida - Fundo de Aposentadoria Programada Individual (Fapi) - Remuneração - Cota - Resgate - Aplicação financeira - Retenção - Recolhimento - Imposto - Contribuição    CONTRIBUIÇÃO - Base de cálculo - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep) - Contribuição para Financiamento da Seguridade Social (Cofins) - Imposto de Renda das Pessoas Jurídicas (IRPJ) - Contribuição Social sobre o Lucro Líquido (CSLL) - Instituição financeira - Banco - Bolsa de futuro - Swap - Mercado de balcão - Bolsa de Mercadorias e Futuros (BM&F) (1986-2008) - País estrangeiro - Receita - Despesa    Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Imposto de Renda Retido na Fonte (IRRF) - Alíquota - Ganho de capital - Alienação - Venda - Pessoa física - Órgão público - Autarquia - Fundação pública - Imóvel rural - Reforma agrária     RECEITA FEDERAL DO BRASIL - Direito creditório - Reconhecimento - Pessoa jurídica - Sujeito passivo - Restituição - Ressarcimento - Devolução - Tributo - Contribuição - Devedor - Procuradoria-Geral da Fazenda Nacional (PGFN) - Débito - Dívida - Instituto Nacional do Seguro Social (INSS) - Compensação financeira - Extinção    Contribuição de Intervenção no Domínio Econômico (Cide) - Combustível - Dedução - Contribuição - Tributo - Receita Federal do Brasil    TRIBUTO - Lançamento - Débito - Pagamento indevido - Compensação - Fraude - Multa     REGIME ADUANEIRO ESPECIAL - Importação - Embalagem - Criação - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público incidente na Importação de Produtos Estrangeiros ou Serviços (PIS-Pasep-Importação) - Contribuição Social para o Financiamento da Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação)    PREVIDÊNCIA SOCIAL - Município - Débito - Dívida - Parcelamento    DÉBITO PREVIDENCIÁRIO - Contribuição social - Parcelamento    MINISTÉRIO DA FAZENDA - Conselho de Contribuintes - Turma Especializada - Criação    IM"
PL,11265,2006,PL 11265/2006,Lei Ordinária,Lei de Produtos para Lactentes e Crianças ,PRODUTO ALIMENTÍCIO - Lactente - Criança - Proteção - Nutrição - Alimentos - Assistência materno-infantil - Comercialização - Regulamentação    LEITE - Recém nascido - Fabricante - Embalagem - Rótulo - Propaganda - Publicidade - Proibição    MAMADEIRA - Bico (produto infantil)    CHUPETA    PUERICULTURA    SAÚDE PÚBLICA - Informações    LEI DE PRODUTOS PARA LACTENTES E CRIANÇAS
PL,11279,2006,PL 11279/2006,Lei Ordinária,Lei de Ensino na Marinha ,MARINHA - Ensino - Pessoal militar    RESERVA MILITAR    ENSINO MILITAR    EDUCAÇÃO - Militar    LEI DE ENSINO NA MARINHA
PL,11282,2006,PL 11282/2006,Lei Ordinária,Lei da Anistia aos Trabalhadores dos Correios ,EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS (ECT) - Trabalhador - Greve - Anistia    SERVIDOR - Garantia - Direitos - Pagamento - Contribuição previdenciária - Tempo de serviço - Contagem -  Progressão - Salário - Empregado público - 1997/1998    LEI DA ANISTIA AOS TRABALHADORES DOS CORREIOS
PL,11284,2006,PL 11284/2006,Lei Ordinária,Lei de Gestão de Florestas Públicas ,FLORESTA PÚBLICA - Gestão - Produção - Desenvolvimento sustentável - Meio ambiente - Licenciamento ambiental    RECURSOS FLORESTAIS - Manejo ecológico - Concessão - Comunidade - Destinação - Licitação - Habilitação - Contrato    FLORESTA - Concessão (administração pública) - Recursos financeiros - União  - Domínio - Distribuição - Repasse - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) - Estado (ente federado) - Município - Fundo Nacional de Desenvolvimento Florestal (FNDF) - Auditoria - Extinção - Fiscalização - Sistema Nacional do Meio Ambiente (SISNAMA)    PLANO ANUAL DE OUTORGA FLORESTAL (PAOF) - Criação    PRODUTO FLORESTAL - Exploração    DESMATAMENTO - Crime - Pena    CADASTRO NACIONAL DE FLORESTAS PÚBLICAS (CNFP) - Criação    FUNDO NACIONAL DE DESENVOLVIMENTO FLORESTAL (FNDF) - Criação    FLORESTA NACIONAL (FLONA) - Concessão (administração pública)    FLORESTA ESTADUAL - Concessão (administração pública)    FLORESTA MUNICIPAL - Concessão (administração pública)    COMISSÃO DE GESTÃO DE FLORESTAS PÚBLICAS - Criação - Ministério do Meio Ambiente    SERVIÇO FLORESTAL BRASILEIRO (SFB) - Criação - Competência - Organização administrativa - Ouvidoria    MEIO AMBIENTE - Servidão - Produtor rural - Proprietário - Àrea rural - Recursos naturais - Utilização - Destinação - Renúncia    LEI DE GESTÃO DE FLORESTAS PÚBLICAS
PL,11300,2006,PL 11300/2006,Lei Ordinária,Minirreforma Eleitoral (2006); Lei das Eleições (2006),LEI ELEITORAL - Alteração    CAMPANHA ELEITORAL - Despesa - Propaganda - Financiamento - Prestação de contas    ELEIÇÕES - Fixação - Despesa - Partido político - Limitação - Justiça Eleitoral - Informações - Publicidade    JUSTIÇA ELEITORAL - TRE - Despesa - Valor - Cargo eletivo - Comunicações - Limitação - Candidato - Registro - Pedido - Partido político - Coligação partidária    CAMPANHA ELEITORAL - Candidato - Responsabilidade solidária - Informações - Recursos financeiros - Prestação de contas    CANDIDATO - Registro - Diploma - Cassação - Cancelamento - Poder econômico - Abuso de poder    CAMPANHA ELEITORAL - Contas - Rejeição - Justiça Eleitoral - Cópia - Processo - Ministério Público - Remessa    CAMPANHA ELEITORAL - Recursos financeiros - Doação - Conta bancária - Cheque cruzado - Cheque nominativo - Transferência financeira - Depósito bancário - Dinheiro - Identificação - Limitação    CAMPANHA ELEITORAL - Dinheiro - Prêmio - Publicidade - Instituição beneficente - Instituição religiosa - Igreja - Entidade desportiva - ONG - OSCIP - Auxílio financeiro - Proibição - Candidato - Registro - Eleição - Pessoa física - Pessoa jurídica    ELEIÇÃO - Despesa - Registro - Limitação - Transporte - Deslocamento - Candidato - Pessoal - Serviço - Candidatura - Promoção - Comício - Propaganda eleitoral    CAMPANHA ELEITORAL - Partido político - Coligação partidária - Candidato - Divulgação - INTERNET - Relatório - Recursos financeiros - Recebimento - Financiamento - Despesa - Justiça Eleitoral - Nome - Doador - Valor - Prestação de contas - Arrecadação    ELEIÇÃO - Pesquisa - Divulgação - Proibição - Meios de comunicação    ELEIÇÃO - Propaganda - Proibição - Poder Público - Bens - Cessão - Autorização - Poste - Iluminação pública - Sinalização - Tráfego - Ponte - Viaduto - Passarela - Pichação - Placa - Faixa - Cartaz - Multa    COMÍCIO - Aparelho de som - Utilização - Horário    ELEITOR - Arregimentação    URNA ELEITORAL - Propaganda    ELEITOR - Vantagens - Proibição - Campanha eleitoral - Utilização - Confecção - Distribuição - Vestuário - Brindes - Cesta de alimentos básicos     COMÍCIO - Apresentação - Artista - Ator - Cantor - Proibição    ELEIÇÃO - Imprensa - Jornal - Periódico - Emissora - Rádio - Televisão - Propaganda - Multa    PROPAGANDA ELEITORAL - Gratuidade - Câmara dos Deputados - Partido político - Representação partidária - Eleição    ADMINISTRAÇÃO PÚBLICA - Distribuição - Gratuidade - Proibição - Bens - Valor - Benefício - Exceção - Calamidade pública - Emergência - Execução orçamentária - Exercício financeiro anterior - Ministério Público - Acompanhamento    ADMINISTRAÇÃO PÚBLICA - Eleição - Período - Funcionários - Servidor público civil - Cessão    MINIRREFORMA ELEITORAL (2006)
PL,11306,2006,PL 11306/2006,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2006","ORÇAMENTO, 2006  - União Federal - Despesa - Receita    ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    DÍVIDA PÚBLICA FEDERAL - Refinanciamento    CRÉDITO SUPLEMENTAR - Abertura - Autorização    TÍTULO DA DÍVIDA AGRÁRIA - Operação financeira - Emissão    OBRA PÚBLICA - Serviços públicos - Irregularidade    LEI ORÇAMENTÁRIA ANUAL (LOA), 2006"
PL,11326,2006,PL 11326/2006,Lei Ordinária,Lei da Agricultura Familiar ,POLÍTICA NACIONAL DA AGRICULTURA FAMILIAR  E EMPREENDIMENTOS FAMILIARES RURAIS - Diretrizes - Critério    POLÍTICA AGRÍCOLA    AQUICULTOR    PESCADOR    ATIVIDADE EXTRATIVA    SILVICULTURA - Atividade - Benefício    ÁREA RURAL - Atividade    LEI DA AGRICULTURA FAMILIAR
PL,11337,2006,PL 11337/2006,Lei Ordinária,Lei do Fio-Terra ,EDIFÍCIO - Construção - Aterramento - Instalação elétrica - Condutor-terra - Tomada elétrica - Eletrodoméstico - Aparelho eletrônico - Proteção - Obrigatoriedade    LEI DO FIO-TERRA
PL,11340,2006,PL 11340/2006,Lei Ordinária,Lei Maria da Penha,MULHER - Violência doméstica - Controle    FAMÍLIA - Violência    MULHER - Violência - Atendimento - Assistência - Autoridade policial - Proteção    JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER - Criação    CASA DE ABRIGO - Mulher - Dependente    MULHER - Crime - Pena - Penalidade    MULHER - Agressão - Programa - Recuperação    LEI MARIA DA PENHA
PL,11343,2006,PL 11343/2006,Lei Ordinária,Lei Antidrogas (2006); Lei de Drogas; Lei de Entorpecentes (2006); Lei Antitóxicos (2006); Lei dos Tóxicos (2006),SISTEMA NACIONAL DE POLÍTICAS PÚBLICAS SOBRE DROGAS (SISNAD) - Criação - Competência    POLÍTICA NACIONAL - Entorpecente - Tráfico internacional - Tráfico local - Repressão - Produção - Combate - Controle - Dependência física - Dependência psíquica - Dependência química - Reabilitação - Reinclusão - Usuário - Dependente - Lavagem de dinheiro      ENTORPECENTE - Crime - Pena - Investigação policial - Instrução criminal - Utilização - Consumo - Aquisição - Venda - Fabricação - Importação - Exportação - Guarda - Armazenagem - Transporte     BENS - Bens imóveis - Bens móveis - Traficante - Veículo - Embarcação - Aeronave - Apreensão - Leilão - Destinação    LEI ANTIDROGAS (2006)    
PL,11345,2006,PL 11345/2006,Lei Ordinária,Lei da Timemania ,CONCURSO DE PROGNÓSTICO - Futebol - Símbolo - Brasão - Distintivo - Número - Sorteio - Criação    CLUBE - Futebol - Denominação - Hino - Marca - Emblema - Logotipo - Utilização - Direitos - Cessão    ENTIDADE DESPORTIVA - Receita líquida - Destinação - Ministério do Esporte - FUNPEN - Prática esportiva - Desenvolvimento - Incentivo - CEF - Adesão    IMPOSTO DE RENDA - Recursos financeiros - Prêmio - Incidência    PRÊMIO - Recursos financeiros - Destinação - FIES - Prazo - Prescrição     DÉBITOS - Procuradoria Geral da Fazenda Nacional - Secretaria da Receita Previdenciária - Secretaria da Receita Federal - INSS - FGTS - REFIS - Pagamento - Parcelamento - Contribuição social - Saldo devedor    DÍVIDA - Certidão negativa - Quitação - Amortização - Prestações      LOTERIA - Arrecadação - Recursos financeiros - Destinação - Prêmio - Valor - Resgate - Entidade desportiva - Futebol - Clube - Casa de Saúde - FNS - Hospital - Santa Casa de Misericórdia - Instituição beneficente - Repasse - Ministério do Esporte - Aplicação - Programa - Prática esportiva - Prazo - Decadência    FUTEBOL - Clube - Demonstração financeira    LEI DA TIMEMANIA    
PL,11346,2006,PL 11346/2006,Lei Ordinária,Lei Orgânica de Segurança Alimentar e Nutricional,SISTEMA NACIONAL DE SEGURANÇA ALIMENTAR E NUTRICIONAL (SISAN) - Criação - Composição - Membro    ALIMENTAÇÃO - Direitos - Poder Público - Política pública - Plano - Programa     ALIMENTO - Acesso - População - Conselho Nacional de Segurança Alimentar e Nutricional (CONSEA) - Competência    POLÍTICA NACIONAL DE SEGURANÇA ALIMENTAR E NUTRICIONAL (PNSAN)    PLANO NACIONAL DE SEGURANÇA ALIMENTAR E NUTRICIONAL - Elaboração     LEI ORGÂNICA DE SEGURANÇA ALIMENTAR E NUTRICIONAL    
PL,11417,2006,PL 11417/2006,Lei Ordinária,Lei da Súmula Vinculante,SUPREMO TRIBUNAL FEDERAL (STF) - Súmula Vinculante - Efeito vinculante - Edição - Revisão - Cancelamento - Poder Judiciário - Administração Pública - Administração direta - Administração indireta - Estados - Municípios    PROCESSO ADMINISTRATIVO - Âmbito - Administração Federal - Regulamentação    DECISÃO ADMINISTRATIVA - Efeito vinculante - Violação - Recurso administrativo - STF    CONSTITUÇÃO FEDERAL (1988) - Regulamentação    LEI DA SÚMULA VINCULANTE    
PL,11419,2006,PL 11419/2006,Lei Ordinária,Lei do Processo Judicial Eletrônico; Lei do Processo Eletrônico; Lei de Informatização do Processo Judicial,PROCESSO JUDICIAL - Tramitação - Serviços de Informática    PROCESSO JUDICIAL - Peças - Transmissão - Arquivo digital - Comunicação de dados - INTERNET - Assinatura digital    PODER JUDICIÁRIO - Ato processual - Ação judicial - Voto - Acórdão - Carta de ordem - Precatória - Carta rogatória - Intimação - Processo eletrônico    PROCURAÇÃO - Assinatura digital    LEI DO PROCESSO JUDICIAL ELETRÔNICO
PL,11428,2006,PL 11428/2006,Lei Ordinária,Lei da Mata Atlântica ,MATA ATLÂNTICA - Bioma - Proteção - Utilização - Regeneração - Corte - Exploração - Bioma - Regime jurídico    MATA ATLÂNTICA - Proteção - Área urbana - Região metropolitana    MATA ATLÂNTICA - Vegetação primária - Proprietário - Posseiro - Pequeno produtor rural - Regeneração - Incentivo - Créditos - Crédito agrícola    VEGETAÇÃO PRIMÁRIA - Destruição - Penalidade    FUNDO DE RESTAURAÇÃO DO BIOMA MATA ATLÂNTICA - Criação - Recursos financeiros    VEGETAÇÃO SECUNDÁRIA - Atividade - Mineração    LEI DA MATA ATLÂNTICA
PL,11438,2006,PL 11438/2006,Lei Ordinária,Lei de Incentivo ao Esporte ,ESPORTE - Incentivo - Fomento - Dedução - Desconto - Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Pessoa física - Pessoa jurídica - Patrocínio - Doação - Projeto - Esporte - Ministério do Esporte     RECURSOS FINANCEIROS - Captação - Atendimento - Desporto escolar - Desporto de Rendimento - Desporto de Participação    REMUNERAÇÃO - Atleta profissional - Proibição - Utilização - Recursos financeiros - Captação    LEI DE INCENTIVO AO ESPORTE
PL,11439,2006,PL 11439/2006,Lei Ordinária,Lei de Diretrizes Orçamentárias (2007); LDO,"ORÇAMENTO, 2007 - União Federal - Diretrizes    ORÇAMENTO, 2007 - União Federal - Prioridade    LDO - Exercício financeiro - 2007    ORÇAMENTO, 2007 - União Federal - Despesa orçamentária - Receita    ORÇAMENTO FISCAL - Diretriz - Empréstimo - Financiamento - Refinanciamento - Limitação    ORÇAMENTO DA SEGURIDADE SOCIAL - Diretriz    ORÇAMENTO DE INVESTIMENTO - Diretriz    UNIÃO FEDERAL - Despesa - Pessoal - Encargo social    RESERVA DE CONTINGÊNCIA    RECURSOS FINANCEIROS - Transferência - Estados - Distrito Federal - Municípios     AGÊNCIA DE FOMENTO - Recursos financeiros - Aplicação    LEGISLAÇÃO TRIBUTÁRIA - Alteração    PRECATÓRIO - Pagamento - Dotação orçamentária - Sentença judicial - Decisão judicial - Trânsito em julgado     PODER LEGISLATIVO - TCU - Fiscalização - Obra pública - Serviços - Irregularidade    DÍVIDA PÚBLICA FEDERAL      LEI DE DIRETRIZES ORÇAMENTÁRIAS (2007)"
PL,11440,2006,PL 11440/2006,Lei Ordinária,Regime Jurídico dos Servidores do Serviço Exterior Brasileiro ,SERVIÇO EXTERIOR BRASILEIRO - Regime jurídico - Servidor público civil - Ministério das Relações Exteriores - Criação    DIPLOMACIA - Carreira - Permanência - Remoção - Prazo     CARGO PÚBLICO - Diplomata - Serviço exterior - Carreira - Categoria funcional - Oficial de Chancelaria - Assistente de Chancelaria - Quadro de pessoal - Ministério das Relações Exteriores - Criação - Assistente administrativo - Prestação de serviços - País estrangeiro    REGIME JURÍDICO DOS SERVIDORES DO SERVIÇO EXTERIOR BRASILEIRO
PL,11445,2007,PL 11445/2007,Lei Ordinária,Lei de Saneamento Básico,SANEAMENTO BÁSICO - Política Federal de Saneamento Básico - Diretrizes    PLANO NACIONAL DE SANEAMENTO BÁSICO (PNSB)    ÁGUA POTÁVEL - Esgoto sanitário - Lixo - Resíduo sólido - Água pluvial - Manejo    MINISTÉRIO DAS CIDADES - Plano Nacional de Saneamento Básico (PNSB) - Plano regional - Criação - Diretrizes    SISTEMA NACIONAL DE INFORMAÇÕES EM SANEAMENTO BÁSICO (SINISA) - Criação    SERVIÇOS PÚBLICOS    LEI DE SANEAMENTO BÁSICO
PL,11451,2007,PL 11451/2007,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2007","ORÇAMENTO, 2007 - União Federal - Despesa - Receita    ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    DÍVIDA PÚBLICA FEDERAL - Refinanciamento    CRÉDITO SUPLEMENTAR - Abertura - Autorização    TÍTULO DA DÍVIDA AGRÁRIA - Operação financeira - Emissão    LEI ORÇAMENTÁRIA ANUAL (LOA), 2007    "
